student_id,student_name,dob,emis_id,school_info,class,parent_mobile,password,verification_status
STD236,Iniya Arasu,29-07-2010,2026658137,3 - GHSS - Salem North,4-B,9619153808,Iniy@2010,Rejected
STD237,Tamil Selvam,10/10/2017,2026948832,4 - GHSS - Trichy Central,7-A,9787106304,Tami@2017,Verified
STD238,Kaviya Babu,13-09-2009,2026255189,2 - GHSS - Coimbatore Town,4-B,9772458696,Kavi@2009,Verified
STD239,Anbarasu Rajan,10/5/2011,2026176414,2 - GHSS - Coimbatore Town,3-B,9799695910,Anba@2011,Pending
STD240,Kaviya Mani,19-06-2020,2026821414,1 - GHSS - Madurai East,2-B,9759912434,Kavi@2020,Verified
STD241,Pari Selvam,4/11/2013,2026164410,4 - GHSS - Trichy Central,11-A,9677305472,Pari@2013,Verified
STD242,Oviya Rajan,25-09-2009,2026616642,4 - GHSS - Trichy Central,9-A,9925257436,Oviy@2009,Verified
STD243,Valli Devi,31-01-2009,2026945892,1 - GHSS - Madurai East,12-A,9634004746,Vall@2009,Verified
STD244,Ravi Babu,4/9/2010,2026921360,3 - GHSS - Salem North,3-A,9632954903,Ravi@2010,Verified
STD245,Balan Rajan,27-02-2011,2026184255,4 - GHSS - Trichy Central,5-A,9715335541,Bala@2011,Verified
STD246,Mani Devi,10/8/2010,2026921477,2 - GHSS - Coimbatore Town,10-A,9767577741,Mani@2010,Verified
STD247,Arun Murugan,15-03-2016,2026868951,4 - GHSS - Trichy Central,12-A,9667094678,Arun@2016,Pending
STD248,Ravi Babu,29-11-2012,2026472169,3 - GHSS - Salem North,11-B,9989351342,Ravi@2012,Verified
STD249,Ravi Mani,25-08-2013,2026496681,4 - GHSS - Trichy Central,6-B,9825893717,Ravi@2013,Verified
STD250,Dinesh Rajan,19-03-2016,2026440788,3 - GHSS - Salem North,5-B,9794368778,Dine@2016,Rejected
STD251,Arun Pandian,19-05-2011,2026844773,4 - GHSS - Trichy Central,12-B,9758235198,Arun@2011,Verified
STD252,Jeeva Babu,15-11-2018,2026157657,2 - GHSS - Coimbatore Town,5-A,9949601621,Jeev@2018,Verified
STD253,Selvi Babu,10/7/2015,2026552951,1 - GHSS - Madurai East,2-B,9746629940,Selv@2015,Verified
STD254,Dinesh Vel,17-11-2013,2026289910,2 - GHSS - Coimbatore Town,11-B,9622987995,Dine@2013,Verified
STD255,Dinesh Rajan,21-11-2020,2026141789,3 - GHSS - Salem North,2-A,9883348799,Dine@2020,Verified
STD256,Mani Arasu,15-06-2020,2026554425,3 - GHSS - Salem North,10-B,9986411065,Mani@2020,Verified
STD257,Oviya Kumar,18-08-2012,2026288042,4 - GHSS - Trichy Central,3-A,9964344880,Oviy@2012,Rejected
STD258,Pari Babu,30-11-2016,2026125733,4 - GHSS - Trichy Central,8-B,9896093668,Pari@2016,Pending
STD259,Nila Rajan,14-03-2014,2026720259,1 - GHSS - Madurai East,1-A,9724257235,Nila@2014,Verified
STD260,Mani Devi,22-06-2010,2026522839,1 - GHSS - Madurai East,7-B,9708129184,Mani@2010,Verified
STD261,Tamil Mani,7/2/2014,2026400851,4 - GHSS - Trichy Central,11-B,9993343963,Tami@2014,Verified
STD262,Nila Rajan,14-05-2017,2026414730,2 - GHSS - Coimbatore Town,5-A,9982002432,Nila@2017,Verified
STD263,Balan Devi,3/9/2013,2026752693,3 - GHSS - Salem North,2-B,9944746990,Bala@2013,Rejected
STD264,Pari Arasu,1/4/2009,2026408689,3 - GHSS - Salem North,7-A,9707246618,Pari@2009,Verified
STD265,Iniya Babu,15-04-2009,2026846472,1 - GHSS - Madurai East,2-A,9995854333,Iniy@2009,Pending
STD266,Iniya Murugan,22-05-2010,2026503225,4 - GHSS - Trichy Central,12-B,9695469718,Iniy@2010,Pending
STD267,Kaviya Selvam,2/11/2011,2026306053,4 - GHSS - Trichy Central,8-A,9944968512,Kavi@2011,Pending
STD268,Mani Arasu,3/12/2009,2026458344,3 - GHSS - Salem North,11-B,9730712600,Mani@2009,Verified
STD269,Uday Babu,3/9/2017,2026713434,4 - GHSS - Trichy Central,12-B,9926712017,Uday@2017,Verified
STD270,Kaviya Mani,31-05-2009,2026798194,1 - GHSS - Madurai East,3-B,9775558561,Kavi@2009,Verified
STD271,Ezhil Babu,11/9/2011,2026311932,2 - GHSS - Coimbatore Town,1-A,9866503514,Ezhi@2011,Pending
STD272,Tamil Vel,15-03-2008,2026439314,1 - GHSS - Madurai East,5-A,9827173545,Tami@2008,Verified
STD273,Dinesh Babu,24-06-2008,2026871172,2 - GHSS - Coimbatore Town,3-B,9762150963,Dine@2008,Verified
STD274,Selvi Selvam,5/12/2011,2026900384,4 - GHSS - Trichy Central,1-A,9778002750,Selv@2011,Verified
STD275,Anbarasu Pandian,12/7/2016,2026481871,3 - GHSS - Salem North,2-B,9894852125,Anba@2016,Pending
STD276,Arun Arasu,13-07-2020,2026645740,3 - GHSS - Salem North,1-A,9610140641,Arun@2020,Verified
STD277,Tamil Selvam,1/8/2017,2026449518,3 - GHSS - Salem North,9-B,9867180222,Tami@2017,Verified
STD278,Valli Murugan,21-09-2009,2026291812,3 - GHSS - Salem North,8-A,9803587510,Vall@2009,Verified
STD279,Anbarasu Babu,15-07-2013,2026105043,3 - GHSS - Salem North,7-B,9703945151,Anba@2013,Verified
STD280,Ravi Mani,15-01-2014,2026943826,3 - GHSS - Salem North,6-B,9722808236,Ravi@2014,Pending
STD281,Balan Selvam,17-12-2009,2026152843,4 - GHSS - Trichy Central,12-B,9729387132,Bala@2009,Verified
STD282,Gokul Rajan,8/3/2010,2026802526,1 - GHSS - Madurai East,3-A,9784135652,Goku@2010,Pending
STD283,Balan Babu,31-12-2017,2026974620,1 - GHSS - Madurai East,10-B,9640273808,Bala@2017,Verified
STD284,Dinesh Murugan,18-06-2020,2026571256,1 - GHSS - Madurai East,6-B,9773921517,Dine@2020,Verified
STD285,Nila Vel,19-10-2014,2026605590,1 - GHSS - Madurai East,10-B,9633643158,Nila@2014,Pending
STD286,Mani Arasu,31-03-2009,2026136731,1 - GHSS - Madurai East,11-B,9976074726,Mani@2009,Verified
STD287,Nila Devi,13-09-2008,2026538917,2 - GHSS - Coimbatore Town,12-B,9873604413,Nila@2008,Verified
STD288,Kaviya Kumar,5/8/2017,2026997621,2 - GHSS - Coimbatore Town,8-B,9896957711,Kavi@2017,Verified
STD289,Pari Vel,11/3/2009,2026683911,3 - GHSS - Salem North,9-A,9675017604,Pari@2009,Verified
STD290,Balan Vel,15-06-2020,2026512545,2 - GHSS - Coimbatore Town,10-A,9688042242,Bala@2020,Verified
STD291,Ezhil Babu,4/5/2014,2026876719,3 - GHSS - Salem North,1-A,9717832811,Ezhi@2014,Pending
STD292,Gokul Babu,26-01-2020,2026767256,4 - GHSS - Trichy Central,6-B,9782619371,Goku@2020,Verified
STD293,Kaviya Mani,4/2/2015,2026315820,4 - GHSS - Trichy Central,4-B,9772738768,Kavi@2015,Pending
STD294,Mani Mani,5/12/2016,2026894646,3 - GHSS - Salem North,10-A,9764943607,Mani@2016,Pending
STD295,Valli Murugan,14-03-2015,2026601551,2 - GHSS - Coimbatore Town,6-B,9711397881,Vall@2015,Rejected
STD296,Balan Devi,11/11/2015,2026664395,4 - GHSS - Trichy Central,2-B,9759530400,Bala@2015,Verified
STD297,Balan Babu,4/4/2012,2026503374,3 - GHSS - Salem North,5-B,9876685574,Bala@2012,Verified
STD298,Arun Devi,30-07-2012,2026907333,1 - GHSS - Madurai East,3-A,9928471110,Arun@2012,Verified
STD299,Lokesh Kumar,7/12/2016,2026440094,3 - GHSS - Salem North,6-B,9888939838,Loke@2016,Verified
STD300,Iniya Devi,12/11/2019,2026978187,3 - GHSS - Salem North,2-B,9855656463,Iniy@2019,Verified
STD301,Dinesh Devi,15-12-2012,2026994829,2 - GHSS - Coimbatore Town,2-B,9699701273,Dine@2012,Verified
STD302,Ravi Devi,22-01-2017,2026648207,1 - GHSS - Madurai East,9-B,9716791749,Ravi@2017,Pending
STD303,Anbarasu Arasu,1/8/2008,2026965677,2 - GHSS - Coimbatore Town,10-A,9897432456,Anba@2008,Verified
STD304,Arun Arasu,9/11/2020,2026141019,2 - GHSS - Coimbatore Town,5-A,9796069474,Arun@2020,Pending
STD305,Kaviya Pandian,26-05-2010,2026804257,2 - GHSS - Coimbatore Town,10-A,9614441039,Kavi@2010,Pending
STD306,Arun Mani,26-01-2017,2026653990,1 - GHSS - Madurai East,4-B,9789688339,Arun@2017,Verified
STD307,Ezhil Kumar,19-05-2020,2026799339,3 - GHSS - Salem North,9-A,9727958297,Ezhi@2020,Pending
STD308,Gokul Pandian,9/5/2015,2026968680,1 - GHSS - Madurai East,4-B,9922396019,Goku@2015,Pending
STD309,Kaviya Babu,23-06-2020,2026770787,2 - GHSS - Coimbatore Town,3-B,9900340874,Kavi@2020,Pending
STD310,Gokul Mani,7/11/2011,2026875834,4 - GHSS - Trichy Central,3-B,9801345254,Goku@2011,Pending
STD311,Anbarasu Pandian,28-11-2010,2026393806,2 - GHSS - Coimbatore Town,8-B,9997436088,Anba@2010,Verified
STD312,Arun Kumar,2/10/2015,2026383170,2 - GHSS - Coimbatore Town,12-B,9960710893,Arun@2015,Verified
STD313,Selvi Rajan,5/4/2008,2026245851,4 - GHSS - Trichy Central,12-A,9983411111,Selv@2008,Verified
STD314,Gokul Vel,4/10/2012,2026214404,4 - GHSS - Trichy Central,2-B,9957271752,Goku@2012,Verified
STD315,Balan Vel,4/12/2011,2026299954,3 - GHSS - Salem North,6-B,9900286180,Bala@2011,Rejected
STD316,Uday Vel,22-03-2013,2026103416,4 - GHSS - Trichy Central,7-A,9649722995,Uday@2013,Verified
STD317,Tamil Murugan,29-01-2011,2026649050,3 - GHSS - Salem North,11-B,9660393400,Tami@2011,Verified
STD318,Balan Selvam,16-12-2012,2026215118,1 - GHSS - Madurai East,12-B,9613673923,Bala@2012,Verified
STD319,Lokesh Pandian,19-10-2017,2026804418,2 - GHSS - Coimbatore Town,5-B,9787089412,Loke@2017,Verified
STD320,Uday Rajan,29-07-2010,2026426642,2 - GHSS - Coimbatore Town,1-B,9986967485,Uday@2010,Verified
STD321,Anbarasu Murugan,19-07-2010,2026626914,4 - GHSS - Trichy Central,7-B,9936000284,Anba@2010,Rejected
STD322,Arun Selvam,19-04-2015,2026191025,2 - GHSS - Coimbatore Town,9-A,9885843614,Arun@2015,Verified
STD323,Ezhil Arasu,24-01-2013,2026807284,4 - GHSS - Trichy Central,10-B,9804262937,Ezhi@2013,Verified
STD324,Tamil Pandian,27-02-2012,2026726180,2 - GHSS - Coimbatore Town,6-B,9980336165,Tami@2012,Verified
STD325,Dinesh Mani,11/2/2020,2026243540,4 - GHSS - Trichy Central,7-B,9709392811,Dine@2020,Pending
STD326,Arun Rajan,22-12-2020,2026444059,1 - GHSS - Madurai East,5-B,9926020702,Arun@2020,Pending
STD327,Lokesh Selvam,2/10/2011,2026967373,2 - GHSS - Coimbatore Town,11-B,9911099627,Loke@2011,Verified
STD328,Dinesh Arasu,19-10-2013,2026300113,3 - GHSS - Salem North,10-A,9847060511,Dine@2013,Verified
STD329,Uday Selvam,8/10/2015,2026912284,3 - GHSS - Salem North,2-B,9999003657,Uday@2015,Pending
STD330,Ravi Arasu,27-09-2015,2026793857,4 - GHSS - Trichy Central,2-A,9966190112,Ravi@2015,Verified
STD331,Lokesh Vel,31-08-2014,2026157005,1 - GHSS - Madurai East,8-B,9658780321,Loke@2014,Verified
STD332,Kaviya Murugan,14-10-2009,2026896233,3 - GHSS - Salem North,11-A,9898173457,Kavi@2009,Verified
STD333,Ezhil Kumar,2/1/2011,2026282531,4 - GHSS - Trichy Central,4-A,9786198559,Ezhi@2011,Verified
STD334,Kaviya Murugan,15-02-2020,2026825180,2 - GHSS - Coimbatore Town,5-A,9911491942,Kavi@2020,Pending
STD335,Uday Kumar,1/6/2019,2026159173,2 - GHSS - Coimbatore Town,9-A,9638542932,Uday@2019,Verified
STD336,Nila Devi,10/9/2008,2026451802,1 - GHSS - Madurai East,10-A,9879631259,Nila@2008,Pending
STD337,Iniya Pandian,10/9/2020,2026895871,3 - GHSS - Salem North,10-A,9766926533,Iniy@2020,Rejected
STD338,Pari Devi,5/3/2016,2026901284,3 - GHSS - Salem North,8-A,9883370921,Pari@2016,Verified
STD339,Oviya Mani,23-10-2012,2026220400,3 - GHSS - Salem North,4-B,9986897942,Oviy@2012,Verified
STD340,Anbarasu Vel,17-10-2020,2026626166,1 - GHSS - Madurai East,6-B,9725151671,Anba@2020,Verified
STD341,Pari Mani,27-06-2018,2026788158,4 - GHSS - Trichy Central,2-B,9944243878,Pari@2018,Verified
STD342,Oviya Vel,30-08-2013,2026300602,4 - GHSS - Trichy Central,11-A,9640058953,Oviy@2013,Rejected
STD343,Lokesh Devi,15-07-2016,2026325122,3 - GHSS - Salem North,9-B,9910745614,Loke@2016,Verified
STD344,Selvi Pandian,29-04-2015,2026925432,4 - GHSS - Trichy Central,1-A,9756260225,Selv@2015,Verified
STD345,Chitra Selvam,23-11-2010,2026623086,2 - GHSS - Coimbatore Town,7-B,9756122184,Chit@2010,Verified
STD346,Dinesh Mani,5/3/2018,2026259161,2 - GHSS - Coimbatore Town,6-B,9787244795,Dine@2018,Verified
STD347,Nila Kumar,8/1/2016,2026125725,3 - GHSS - Salem North,12-A,9871524160,Nila@2016,Verified
STD348,Ravi Babu,2/11/2017,2026413647,3 - GHSS - Salem North,2-B,9776060925,Ravi@2017,Verified
STD349,Balan Selvam,15-06-2018,2026793821,1 - GHSS - Madurai East,7-B,9927154904,Bala@2018,Verified
STD350,Kaviya Rajan,31-05-2015,2026640982,1 - GHSS - Madurai East,9-A,9685974054,Kavi@2015,Verified
STD351,Kaviya Kumar,13-03-2010,2026933902,1 - GHSS - Madurai East,4-B,9938832599,Kavi@2010,Pending
STD352,Ravi Vel,14-08-2018,2026404075,1 - GHSS - Madurai East,6-A,9612958585,Ravi@2018,Verified
STD353,Mani Mani,9/2/2011,2026527549,1 - GHSS - Madurai East,10-B,9807374823,Mani@2011,Verified
STD354,Iniya Kumar,13-05-2014,2026287131,2 - GHSS - Coimbatore Town,3-B,9886424262,Iniy@2014,Verified
STD355,Balan Arasu,2/12/2020,2026726984,1 - GHSS - Madurai East,11-A,9695066076,Bala@2020,Verified
STD356,Iniya Devi,1/9/2014,2026846606,1 - GHSS - Madurai East,4-A,9795390006,Iniy@2014,Verified
STD357,Tamil Mani,24-11-2012,2026446006,4 - GHSS - Trichy Central,5-B,9699222515,Tami@2012,Verified
STD358,Pari Arasu,12/8/2016,2026765836,3 - GHSS - Salem North,8-B,9675758581,Pari@2016,Verified
STD359,Oviya Murugan,5/4/2013,2026401058,3 - GHSS - Salem North,8-B,9861670175,Oviy@2013,Verified
STD360,Ezhil Kumar,8/3/2009,2026860065,1 - GHSS - Madurai East,8-A,9638368367,Ezhi@2009,Verified
STD361,Ravi Babu,4/7/2020,2026994078,2 - GHSS - Coimbatore Town,4-B,9752081053,Ravi@2020,Pending
STD362,Selvi Rajan,9/11/2019,2026425345,4 - GHSS - Trichy Central,3-A,9675730007,Selv@2019,Verified
STD363,Chitra Vel,21-08-2013,2026970539,2 - GHSS - Coimbatore Town,8-A,9780707241,Chit@2013,Verified
STD364,Nila Vel,26-03-2017,2026533367,2 - GHSS - Coimbatore Town,7-B,9902704479,Nila@2017,Verified
STD365,Mani Arasu,21-05-2016,2026432368,1 - GHSS - Madurai East,9-A,9931906851,Mani@2016,Verified
STD366,Uday Rajan,22-07-2008,2026453600,4 - GHSS - Trichy Central,8-A,9870848616,Uday@2008,Verified
STD367,Selvi Murugan,27-03-2016,2026122675,4 - GHSS - Trichy Central,4-B,9714165887,Selv@2016,Pending
STD368,Iniya Devi,28-11-2015,2026897968,4 - GHSS - Trichy Central,5-A,9846350297,Iniy@2015,Verified
STD369,Tamil Babu,6/11/2020,2026267324,1 - GHSS - Madurai East,5-B,9765530014,Tami@2020,Verified
STD370,Nila Mani,29-09-2016,2026358938,2 - GHSS - Coimbatore Town,5-B,9899048913,Nila@2016,Pending
STD371,Selvi Pandian,19-03-2017,2026482360,2 - GHSS - Coimbatore Town,7-B,9876610687,Selv@2017,Verified
STD372,Selvi Rajan,12/9/2018,2026607379,2 - GHSS - Coimbatore Town,5-A,9846189886,Selv@2018,Verified
STD373,Ravi Vel,23-04-2017,2026349029,4 - GHSS - Trichy Central,5-B,9611948150,Ravi@2017,Verified
STD374,Iniya Devi,24-02-2019,2026518763,2 - GHSS - Coimbatore Town,6-A,9746629730,Iniy@2019,Verified
STD375,Gokul Rajan,22-08-2019,2026981794,2 - GHSS - Coimbatore Town,10-B,9649238596,Goku@2019,Verified
STD376,Chitra Vel,17-10-2017,2026725257,1 - GHSS - Madurai East,1-A,9832541860,Chit@2017,Verified
STD377,Arun Vel,2/9/2014,2026219930,3 - GHSS - Salem North,5-A,9667612421,Arun@2014,Rejected
STD378,Tamil Mani,28-07-2015,2026560922,2 - GHSS - Coimbatore Town,1-A,9888719031,Tami@2015,Verified
STD379,Jeeva Murugan,17-07-2018,2026270732,2 - GHSS - Coimbatore Town,4-B,9701572131,Jeev@2018,Verified
STD380,Uday Rajan,17-10-2020,2026108911,2 - GHSS - Coimbatore Town,4-B,9655282947,Uday@2020,Pending
STD381,Arun Vel,22-11-2020,2026447569,1 - GHSS - Madurai East,12-A,9723194570,Arun@2020,Pending
STD382,Dinesh Murugan,18-03-2017,2026606722,2 - GHSS - Coimbatore Town,2-A,9837271689,Dine@2017,Verified
STD383,Ravi Pandian,22-01-2017,2026582953,4 - GHSS - Trichy Central,9-A,9890178758,Ravi@2017,Verified
STD384,Balan Babu,20-11-2018,2026117229,3 - GHSS - Salem North,9-A,9972913606,Bala@2018,Verified
STD385,Anbarasu Kumar,6/3/2016,2026248342,3 - GHSS - Salem North,11-B,9688589528,Anba@2016,Verified
STD386,Ravi Vel,7/2/2013,2026777956,1 - GHSS - Madurai East,3-A,9949206920,Ravi@2013,Verified
STD387,Pari Babu,5/10/2018,2026965912,3 - GHSS - Salem North,10-A,9665675742,Pari@2018,Verified
STD388,Valli Rajan,18-04-2012,2026570857,2 - GHSS - Coimbatore Town,2-A,9628134540,Vall@2012,Verified
STD389,Nila Kumar,16-02-2013,2026414431,3 - GHSS - Salem North,12-A,9914440722,Nila@2013,Verified
STD390,Valli Rajan,7/4/2008,2026276648,1 - GHSS - Madurai East,8-A,9824623568,Vall@2008,Verified
STD391,Kaviya Kumar,17-07-2012,2026664635,2 - GHSS - Coimbatore Town,1-B,9988175930,Kavi@2012,Verified
STD392,Jeeva Rajan,13-07-2015,2026230307,1 - GHSS - Madurai East,1-A,9644577137,Jeev@2015,Pending
STD393,Dinesh Murugan,22-02-2018,2026151260,2 - GHSS - Coimbatore Town,8-A,9786783721,Dine@2018,Pending
STD394,Uday Rajan,21-09-2013,2026373999,1 - GHSS - Madurai East,4-A,9893897725,Uday@2013,Verified
STD395,Nila Mani,9/10/2018,2026379592,4 - GHSS - Trichy Central,3-A,9718133334,Nila@2018,Pending
STD396,Iniya Vel,1/1/2009,2026311310,2 - GHSS - Coimbatore Town,11-B,9837775459,Iniy@2009,Verified
STD397,Ezhil Rajan,13-06-2018,2026229063,2 - GHSS - Coimbatore Town,10-B,9759678012,Ezhi@2018,Verified
STD398,Pari Selvam,31-01-2011,2026689323,3 - GHSS - Salem North,10-B,9964329198,Pari@2011,Verified
STD399,Ravi Babu,29-10-2018,2026619527,4 - GHSS - Trichy Central,3-A,9959460061,Ravi@2018,Verified
STD400,Oviya Arasu,9/6/2015,2026759274,1 - GHSS - Madurai East,3-B,9635912197,Oviy@2015,Verified
STD401,Tamil Murugan,20-03-2008,2026781222,4 - GHSS - Trichy Central,8-A,9749331827,Tami@2008,Verified
STD402,Jeeva Arasu,8/7/2014,2026299804,3 - GHSS - Salem North,1-A,9712140365,Jeev@2014,Verified
STD403,Oviya Vel,27-09-2010,2026288354,4 - GHSS - Trichy Central,4-A,9732741722,Oviy@2010,Pending
STD404,Kaviya Babu,19-06-2014,2026635036,2 - GHSS - Coimbatore Town,3-B,9862106417,Kavi@2014,Verified
STD405,Anbarasu Pandian,21-11-2012,2026875869,1 - GHSS - Madurai East,6-A,9846450798,Anba@2012,Verified
STD406,Oviya Vel,28-10-2011,2026203377,3 - GHSS - Salem North,9-B,9857460327,Oviy@2011,Verified
STD407,Ravi Murugan,6/12/2016,2026753416,3 - GHSS - Salem North,3-B,9918092077,Ravi@2016,Verified
STD408,Balan Mani,30-09-2009,2026455882,3 - GHSS - Salem North,1-B,9875117503,Bala@2009,Verified
STD409,Chitra Babu,20-07-2011,2026773497,4 - GHSS - Trichy Central,11-B,9990057025,Chit@2011,Verified
STD410,Iniya Babu,6/2/2015,2026717147,4 - GHSS - Trichy Central,12-A,9847086894,Iniy@2015,Verified
STD411,Valli Mani,7/5/2012,2026899427,1 - GHSS - Madurai East,2-B,9898945239,Vall@2012,Verified
STD412,Selvi Devi,30-05-2016,2026262681,1 - GHSS - Madurai East,4-B,9849324597,Selv@2016,Verified
STD413,Uday Rajan,10/8/2019,2026103667,2 - GHSS - Coimbatore Town,11-A,9635682221,Uday@2019,Verified
STD414,Chitra Babu,26-01-2017,2026810505,2 - GHSS - Coimbatore Town,10-B,9604011420,Chit@2017,Verified
STD415,Ezhil Vel,13-05-2009,2026606486,3 - GHSS - Salem North,8-A,9661456486,Ezhi@2009,Verified
STD416,Valli Vel,4/1/2015,2026506026,1 - GHSS - Madurai East,10-A,9739876242,Vall@2015,Verified
STD417,Ezhil Pandian,3/1/2020,2026723095,2 - GHSS - Coimbatore Town,2-A,9715331364,Ezhi@2020,Verified
STD418,Ezhil Arasu,14-09-2013,2026350813,4 - GHSS - Trichy Central,10-B,9717234557,Ezhi@2013,Verified
STD419,Dinesh Kumar,24-12-2014,2026931733,4 - GHSS - Trichy Central,3-A,9801953699,Dine@2014,Verified
STD420,Jeeva Kumar,22-06-2008,2026844786,4 - GHSS - Trichy Central,11-B,9972505284,Jeev@2008,Verified
STD421,Oviya Rajan,22-11-2019,2026172148,1 - GHSS - Madurai East,9-B,9998744838,Oviy@2019,Verified
STD422,Ravi Devi,30-08-2012,2026778313,2 - GHSS - Coimbatore Town,10-B,9732647211,Ravi@2012,Verified
STD423,Kaviya Devi,13-12-2010,2026627147,2 - GHSS - Coimbatore Town,4-A,9941271434,Kavi@2010,Rejected
STD424,Ravi Babu,17-01-2019,2026763735,2 - GHSS - Coimbatore Town,11-B,9882177461,Ravi@2019,Verified
STD425,Uday Devi,24-05-2018,2026683216,2 - GHSS - Coimbatore Town,3-A,9871472561,Uday@2018,Verified
STD426,Lokesh Selvam,1/5/2018,2026731530,4 - GHSS - Trichy Central,9-B,9604443760,Loke@2018,Verified
STD427,Arun Vel,1/3/2019,2026843731,2 - GHSS - Coimbatore Town,9-B,9774731383,Arun@2019,Verified
STD428,Balan Babu,4/1/2008,2026409169,4 - GHSS - Trichy Central,10-B,9824875456,Bala@2008,Verified
STD429,Kaviya Devi,16-02-2013,2026884785,2 - GHSS - Coimbatore Town,12-B,9910269258,Kavi@2013,Verified
STD430,Nila Devi,9/8/2012,2026323219,1 - GHSS - Madurai East,7-B,9866195656,Nila@2012,Verified
STD431,Balan Murugan,24-10-2008,2026604925,1 - GHSS - Madurai East,6-B,9674477808,Bala@2008,Pending
STD432,Gokul Selvam,5/1/2019,2026965386,1 - GHSS - Madurai East,6-A,9883789696,Goku@2019,Verified
STD433,Valli Vel,24-11-2011,2026507570,3 - GHSS - Salem North,12-B,9659268842,Vall@2011,Verified
STD434,Oviya Selvam,11/9/2011,2026153089,1 - GHSS - Madurai East,6-A,9656455846,Oviy@2011,Verified
STD435,Ezhil Murugan,27-10-2014,2026650310,4 - GHSS - Trichy Central,9-A,9818777180,Ezhi@2014,Verified
STD436,Balan Devi,13-02-2015,2026900649,1 - GHSS - Madurai East,10-B,9665288526,Bala@2015,Pending
STD437,Jeeva Selvam,12/5/2019,2026758034,3 - GHSS - Salem North,1-A,9813322150,Jeev@2019,Pending
STD438,Mani Kumar,6/7/2009,2026667812,2 - GHSS - Coimbatore Town,12-A,9680599472,Mani@2009,Verified
STD439,Kaviya Pandian,23-01-2014,2026788679,2 - GHSS - Coimbatore Town,6-A,9944176565,Kavi@2014,Verified
STD440,Lokesh Selvam,31-03-2018,2026320927,4 - GHSS - Trichy Central,12-A,9636125468,Loke@2018,Pending
STD441,Tamil Arasu,15-08-2019,2026719031,1 - GHSS - Madurai East,1-A,9700677710,Tami@2019,Verified
STD442,Ravi Devi,5/8/2020,2026997891,4 - GHSS - Trichy Central,4-A,9723238289,Ravi@2020,Verified
STD443,Chitra Murugan,29-01-2008,2026628763,3 - GHSS - Salem North,3-A,9897788647,Chit@2008,Pending
STD444,Pari Vel,7/12/2010,2026976569,1 - GHSS - Madurai East,10-A,9739605300,Pari@2010,Verified
STD445,Valli Arasu,19-11-2008,2026877953,1 - GHSS - Madurai East,6-A,9948163174,Vall@2008,Pending
STD446,Balan Arasu,1/1/2010,2026649760,3 - GHSS - Salem North,7-B,9627759028,Bala@2010,Verified
STD447,Pari Rajan,11/2/2009,2026594456,4 - GHSS - Trichy Central,2-B,9902922152,Pari@2009,Verified
STD448,Uday Vel,30-07-2008,2026557750,3 - GHSS - Salem North,7-B,9783209004,Uday@2008,Pending
STD449,Tamil Mani,10/8/2013,2026690601,3 - GHSS - Salem North,3-B,9785512296,Tami@2013,Verified
STD450,Lokesh Kumar,7/9/2020,2026353737,2 - GHSS - Coimbatore Town,8-A,9841228977,Loke@2020,Verified
STD451,Arun Devi,15-11-2011,2026298742,1 - GHSS - Madurai East,7-B,9805155386,Arun@2011,Pending
STD452,Selvi Rajan,4/8/2015,2026326076,1 - GHSS - Madurai East,4-A,9954305235,Selv@2015,Verified
STD453,Arun Pandian,11/10/2008,2026613136,2 - GHSS - Coimbatore Town,1-B,9936255365,Arun@2008,Verified
STD454,Mani Kumar,25-05-2012,2026921441,3 - GHSS - Salem North,8-A,9999156983,Mani@2012,Verified
STD455,Jeeva Pandian,10/9/2014,2026460022,4 - GHSS - Trichy Central,1-A,9920385233,Jeev@2014,Pending
STD456,Anbarasu Kumar,8/6/2011,2026155883,1 - GHSS - Madurai East,2-B,9862124017,Anba@2011,Verified
STD457,Uday Babu,2/5/2018,2026889450,2 - GHSS - Coimbatore Town,9-A,9802679532,Uday@2018,Rejected
STD458,Anbarasu Selvam,21-02-2018,2026728139,1 - GHSS - Madurai East,12-A,9698573460,Anba@2018,Verified
STD459,Tamil Arasu,28-02-2010,2026228884,3 - GHSS - Salem North,12-A,9606121185,Tami@2010,Rejected
STD460,Pari Mani,22-09-2020,2026616000,2 - GHSS - Coimbatore Town,4-B,9949976193,Pari@2020,Verified
STD461,Balan Kumar,29-04-2020,2026469169,3 - GHSS - Salem North,4-B,9837214556,Bala@2020,Verified
STD462,Selvi Rajan,5/3/2014,2026577568,3 - GHSS - Salem North,4-B,9747922854,Selv@2014,Verified
STD463,Uday Pandian,27-04-2020,2026113899,4 - GHSS - Trichy Central,10-A,9858608351,Uday@2020,Verified
STD464,Ezhil Kumar,24-11-2012,2026529021,1 - GHSS - Madurai East,6-A,9685471768,Ezhi@2012,Verified
STD465,Mani Selvam,21-06-2009,2026348418,1 - GHSS - Madurai East,2-B,9861897237,Mani@2009,Verified
STD466,Arun Devi,3/11/2019,2026580567,2 - GHSS - Coimbatore Town,6-B,9715341957,Arun@2019,Rejected
STD467,Kaviya Selvam,8/12/2010,2026534069,1 - GHSS - Madurai East,4-B,9755442397,Kavi@2010,Verified
STD468,Lokesh Kumar,23-01-2008,2026355217,3 - GHSS - Salem North,7-A,9927392088,Loke@2008,Verified
